"Subject","Function"
"FFmpeg","libavcodec/apedec.c:ape_decode_value_3990"
"FFmpeg","libavcodec/apedec.c:range_decode_culfreq"
"FFmpeg","libavcodec/apedec.c:entropy_decode_stereo_3990"
"FFmpeg","libavcodec/apedec.c:predictor_decode_mono_3800"
"FFmpeg","libavcodec/apedec.c:long_filter_high_3800"
"FFmpeg","libavcodec/apedec.c:APESIGN"
"FFmpeg","libavcodec/apedec.c:long_filter_ehigh_3830"
"FFmpeg","libavcodec/apedec.c:predictor_decode_stereo_3800"
"FFmpeg","libavcodec/apedec.c:predictor_decode_mono_3930"
"FFmpeg","libavcodec/apedec.c:ape_apply_filters"
"FFmpeg","libavcodec/apedec.c:apply_filter"
"FFmpeg","libavcodec/apedec.c:do_apply_filter"
"FFmpeg","libavcodec/apedec.c:predictor_decode_stereo_3930"
"FFmpeg","libavcodec/apedec.c:predictor_decode_mono_3950"
"FFmpeg","libavcodec/apedec.c:predictor_decode_stereo_3950"
"FFmpeg","libavcodec/assdec.c:ass_decode_init"
"FFmpeg","libavcodec/assdec.c:ass_decode_frame"
"FFmpeg","libavcodec/assenc.c:ass_encode_init"
"FFmpeg","libavcodec/assenc.c:ass_encode_frame"
"FFmpeg","libavcodec/asvdec.c:decode_init"
"FFmpeg","libavcodec/asvdec.c:init_vlcs"
"FFmpeg","libavcodec/bitstream.c:ff_init_vlc_sparse"
"FFmpeg","libavcodec/bitstream.c:compare_vlcspec"
"FFmpeg","libavcodec/bitstream.c:build_table"
"FFmpeg","libavcodec/bitstream.c:alloc_table"
"FFmpeg","libavcodec/idctdsp.c:ff_init_scantable"
"FFmpeg","libavcodec/asvdec.c:decode_frame"
"FFmpeg","libavcodec/asvdec.c:decode_mb"
"FFmpeg","libavcodec/asvdec.c:asv1_decode_block"
"FFmpeg","libavcodec/asvdec.c:asv1_get_level"
"FFmpeg","libavcodec/get_bits.h:get_sbits"
"FFmpeg","libavcodec/x86/mathops.h:NEG_SSR32"
"FFmpeg","libavcodec/asvdec.c:asv2_decode_block"
"FFmpeg","libavcodec/asvdec.c:asv2_get_bits"
"FFmpeg","libavcodec/asvdec.c:asv2_get_level"
"FFmpeg","libavcodec/asvdec.c:idct_put"
"FFmpeg","libavcodec/asvdec.c:decode_end"
"FFmpeg","libavcodec/asvenc.c:encode_init"
"FFmpeg","libavcodec/asvenc.c:encode_frame"
"FFmpeg","libavcodec/utils.c:ff_alloc_packet2"
"FFmpeg","libavcodec/asvenc.c:dct_get"
"FFmpeg","libavcodec/asvenc.c:encode_mb"
"FFmpeg","libavcodec/asvenc.c:asv1_encode_block"
"FFmpeg","libavcodec/asvenc.c:asv1_put_level"
"FFmpeg","libavcodec/put_bits.h:put_sbits"
"FFmpeg","libavcodec/asvenc.c:asv2_encode_block"
"FFmpeg","libavcodec/asvenc.c:asv2_put_bits"
"FFmpeg","libavcodec/asvenc.c:asv2_put_level"
"FFmpeg","libavcodec/atrac1.c:atrac1_decode_init"
"FFmpeg","libavcodec/mdct_template.c:ff_mdct_init"
"FFmpeg","libavcodec/mdct_template.c:ff_mdct_end"
"FFmpeg","libavcodec/atrac1.c:atrac1_decode_end"
"FFmpeg","libavcodec/sinewin_tablegen.h:ff_init_ff_sine_windows"
"FFmpeg","libavcodec/sinewin_tablegen.h:ff_sine_window_init"
"FFmpeg","libavcodec/atrac.c:ff_atrac_generate_tables"
"FFmpeg","libavcodec/atrac1.c:atrac1_decode_frame"
"FFmpeg","libavcodec/atrac1.c:at1_parse_bsm"
"FFmpeg","libavcodec/atrac1.c:at1_unpack_dequant"
"FFmpeg","libavcodec/atrac1.c:at1_imdct_block"
"FFmpeg","libavcodec/atrac1.c:at1_imdct"
"FFmpeg","libavcodec/atrac1.c:at1_subband_synthesis"
"FFmpeg","libavcodec/atrac.c:ff_atrac_iqmf"
"FFmpeg","libavcodec/atrac3.c:atrac3_decode_init"
"FFmpeg","libavcodec/atrac3.c:atrac3_init_static_data"
"FFmpeg","libavcodec/atrac3.c:init_imdct_window"
"FFmpeg","libavcodec/atrac.c:ff_atrac_init_gain_compensation"
"FFmpeg","libavcodec/atrac3.c:atrac3_decode_close"
"FFmpeg","libavcodec/atrac3.c:atrac3_decode_frame"
"FFmpeg","libavcodec/atrac3.c:decode_bytes"
"FFmpeg","libavcodec/atrac3.c:decode_frame"
"FFmpeg","libavcodec/atrac3.c:decode_channel_sound_unit"
"FFmpeg","libavcodec/atrac3.c:decode_gain_control"
"FFmpeg","libavcodec/atrac3.c:decode_tonal_components"
"FFmpeg","libavcodec/atrac3.c:read_quant_spectral_coeffs"
"FFmpeg","libavcodec/atrac3.c:decode_spectrum"
"FFmpeg","libavcodec/atrac3.c:add_tonal_components"
"FFmpeg","libavcodec/atrac3.c:imlt"
"FFmpeg","libavcodec/atrac.c:ff_atrac_gain_compensation"
"FFmpeg","libavcodec/atrac3.c:reverse_matrixing"
"FFmpeg","libavcodec/atrac3.c:channel_weighting"
"FFmpeg","libavcodec/atrac3.c:get_channel_weights"
"FFmpeg","libavcodec/atrac3.c:atrac3al_decode_frame"
"FFmpeg","libavcodec/atrac3.c:al_decode_frame"
"FFmpeg","libavcodec/atrac3plusdec.c:atrac3p_decode_init"
"FFmpeg","libavcodec/atrac3plus.c:ff_atrac3p_init_vlcs"
"FFmpeg","libavcodec/atrac3plus.c:build_canonical_huff"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_init_wave_synth"
"FFmpeg","libavcodec/atrac3plusdec.c:set_channel_params"
"FFmpeg","libavcodec/atrac3plusdec.c:atrac3p_decode_close"
"FFmpeg","libavcodec/atrac3plusdec.c:atrac3p_decode_frame"
"FFmpeg","libavcodec/atrac3plusdec.c:decode_residual_spectrum"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_power_compensation"
"FFmpeg","libavcodec/atrac3plusdec.c:reconstruct_frame"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_imdct"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_generate_tones"
"FFmpeg","libavcodec/atrac3plusdsp.c:waves_synth"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_ipqf"
"FFmpeg","libavcodec/atrac3plusdsp.c:ff_atrac3p_init_imdct"
"FFmpeg","libavcodec/aura.c:aura_decode_init"
"FFmpeg","libavcodec/aura.c:aura_decode_frame"
"FFmpeg","libavcodec/avfft.c:av_mdct_init"
"FFmpeg","libavcodec/avfft.c:av_imdct_calc"
"FFmpeg","libavcodec/avfft.c:av_imdct_half"
"FFmpeg","libavcodec/avfft.c:av_mdct_calc"
"FFmpeg","libavcodec/avfft.c:av_mdct_end"
"FFmpeg","libavcodec/avfft.c:av_dct_init"
"FFmpeg","libavcodec/dct.c:ff_dct_init"
"FFmpeg","libavcodec/x86/dct_init.c:ff_dct_init_x86"
"FFmpeg","libavcodec/avfft.c:av_dct_calc"
"FFmpeg","libavcodec/avfft.c:av_dct_end"
"FFmpeg","libavcodec/dct.c:ff_dct_end"
"FFmpeg","libavcodec/avpacket.c:av_free_packet"
"FFmpeg","libavcodec/avpacket.c:av_packet_side_data_name"
"FFmpeg","libavcodec/avpacket.c:av_packet_shrink_side_data"
"FFmpeg","libavcodec/avpacket.c:av_packet_clone"
"FFmpeg","libavcodec/avpacket.c:ff_side_data_set_encoder_stats"
"FFmpeg","libavcodec/avpicture.c:avpicture_layout"
"FFmpeg","libavcodec/avpicture.c:avpicture_get_size"
"FFmpeg","libavcodec/avpicture.c:avpicture_alloc"
"FFmpeg","libavcodec/avpicture.c:avpicture_free"
"FFmpeg","libavcodec/avpicture.c:av_picture_copy"
"FFmpeg","libavcodec/avrndec.c:init"
"FFmpeg","libavcodec/utils.c:ff_codec_open2_recursive"
"FFmpeg","libavcodec/utils.c:ff_unlock_avcodec"
"FFmpeg","libavutil/atomic_gcc.h:atomic_int_add_and_fetch_gcc"
"FFmpeg","libavcodec/utils.c:avcodec_open2"
"FFmpeg","libavcodec/utils.c:avcodec_is_open"
"FFmpeg","libavcodec/utils.c:ff_lock_avcodec"
"FFmpeg","libavcodec/utils.c:get_bit_rate"
"FFmpeg","libavcodec/avrndec.c:decode_frame"
"FFmpeg","libavcodec/utils.c:avcodec_decode_video2"
"FFmpeg","libavcodec/utils.c:apply_param_change"
"FFmpeg","libavcodec/utils.c:unrefcount_frame"
"FFmpeg","libavcodec/utils.c:guess_correct_pts"
"FFmpeg","libavutil/frame.c:av_frame_set_best_effort_timestamp"
"FFmpeg","libavcodec/avrndec.c:end"
"FFmpeg","libavcodec/utils.c:avcodec_close"
"FFmpeg","libavcodec/avs.c:avs_decode_init"
"FFmpeg","libavcodec/avs.c:avs_decode_frame"
"FFmpeg","libavcodec/avs.c:avs_decode_end"
"FFmpeg","libavcodec/avuidec.c:avui_decode_init"
"FFmpeg","libavcodec/avuidec.c:avui_decode_frame"
"FFmpeg","libavcodec/avuienc.c:avui_encode_init"
"FFmpeg","libavcodec/avuienc.c:avui_encode_frame"
"FFmpeg","libavcodec/bethsoftvideo.c:bethsoftvid_decode_init"
"FFmpeg","libavcodec/bethsoftvideo.c:bethsoftvid_decode_frame"
"FFmpeg","libavcodec/bethsoftvideo.c:set_palette"
"FFmpeg","libavcodec/bethsoftvideo.c:bethsoftvid_decode_end"
"FFmpeg","libavcodec/bfi.c:bfi_decode_init"
"FFmpeg","libavcodec/bfi.c:bfi_decode_frame"
"FFmpeg","libavcodec/bfi.c:bfi_decode_close"
"FFmpeg","libavcodec/bgmc.c:ff_bgmc_init"
"FFmpeg","libavcodec/bink.c:decode_init"
"FFmpeg","libavcodec/hpeldsp.c:ff_hpeldsp_init"
"FFmpeg","libavcodec/x86/hpeldsp_init.c:ff_hpeldsp_init_x86"
"FFmpeg","libavcodec/x86/hpeldsp_init.c:hpeldsp_init_mmx"
"FFmpeg","libavcodec/x86/hpeldsp_vp3_init.c:ff_hpeldsp_vp3_init_x86"
"FFmpeg","libavcodec/binkdsp.c:ff_binkdsp_init"
"FFmpeg","libavcodec/bink.c:init_bundles"
"FFmpeg","libavcodec/bink.c:free_bundles"
"FFmpeg","libavcodec/bink.c:binkb_calc_quant"
"FFmpeg","libavcodec/bink.c:decode_frame"
"FFmpeg","libavcodec/bink.c:bink_decode_plane"
"FFmpeg","libavcodec/bink.c:init_lengths"
"FFmpeg","libavcodec/bink.c:read_bundle"
"FFmpeg","libavcodec/bink.c:read_tree"
"FFmpeg","libavcodec/bink.c:merge"
"FFmpeg","libavcodec/bink.c:read_block_types"
"FFmpeg","libavcodec/bink.c:read_colors"
"FFmpeg","libavcodec/bink.c:read_patterns"
"FFmpeg","libavcodec/bink.c:read_motion_values"
"FFmpeg","libavcodec/bink.c:read_dcs"
"FFmpeg","libavcodec/bink.c:read_runs"
"FFmpeg","libavcodec/bink.c:get_value"
"FFmpeg","libavcodec/bink.c:read_dct_coeffs"
"FFmpeg","libavcodec/bink.c:bink_put_pixels"
"FFmpeg","libavcodec/bink.c:read_residue"
"FFmpeg","libavcodec/bink.c:binkb_decode_plane"
"FFmpeg","libavcodec/bink.c:binkb_init_bundles"
"FFmpeg","libavcodec/bink.c:binkb_init_bundle"
"FFmpeg","libavcodec/bink.c:binkb_read_bundle"
"FFmpeg","libavcodec/bink.c:binkb_get_value"
"FFmpeg","libavcodec/bink.c:put_pixels8x8_overlapped"
"FFmpeg","libavcodec/bink.c:decode_end"
"FFmpeg","libavcodec/bink.c:flush"
"FFmpeg","libavcodec/binkaudio.c:decode_init"
"FFmpeg","libavcodec/binkaudio.c:decode_frame"
"FFmpeg","libavcodec/binkaudio.c:decode_block"
"FFmpeg","libavcodec/binkaudio.c:get_float"
"FFmpeg","libavcodec/binkaudio.c:get_bits_align32"
"FFmpeg","libavcodec/binkaudio.c:decode_end"
"FFmpeg","libavcodec/binkdsp.c:bink_idct_add_c"
"FFmpeg","libavcodec/binkdsp.c:bink_idct_c"
"FFmpeg","libavcodec/binkdsp.c:bink_idct_col"
"FFmpeg","libavcodec/binkdsp.c:bink_idct_put_c"
"FFmpeg","libavcodec/binkdsp.c:scale_block_c"
"FFmpeg","libavcodec/binkdsp.c:add_pixels8_c"
"FFmpeg","libavcodec/bintext.c:decode_init"
"FFmpeg","libavcodec/bintext.c:decode_frame"
"FFmpeg","libavcodec/bintext.c:draw_char"
"FFmpeg","libavcodec/bintext.c:decode_end"
"FFmpeg","libavcodec/bitstream.c:avpriv_put_string"
"FFmpeg","libavcodec/bitstream.c:ff_free_vlc"
"FFmpeg","libavcodec/bitstream_filter.c:av_bitstream_filter_next"
"FFmpeg","libavcodec/bitstream_filter.c:av_register_bitstream_filter"
"FFmpeg","libavcodec/bitstream_filters.c:ff_bsf_child_class_next"
"FFmpeg","libavcodec/blockdsp.c:ff_blockdsp_init"
"FFmpeg","libavcodec/x86/blockdsp_init.c:ff_blockdsp_init_x86"
"FFmpeg","libavcodec/blockdsp.c:clear_block_c"
"FFmpeg","libavcodec/blockdsp.c:clear_blocks_c"
"FFmpeg","libavcodec/blockdsp.c:fill_block16_c"
"FFmpeg","libavcodec/blockdsp.c:fill_block8_c"
"FFmpeg","libavcodec/bmp.c:bmp_decode_frame"
"FFmpeg","libavcodec/bmp_parser.c:bmp_parse"
"FFmpeg","libavcodec/parser.c:ff_combine_frame"
"FFmpeg","libavcodec/bmpenc.c:bmp_encode_init"
"FFmpeg","libavcodec/bmpenc.c:bmp_encode_frame"
"FFmpeg","libavcodec/bmvaudio.c:bmv_aud_decode_init"
"FFmpeg","libavcodec/bmvaudio.c:bmv_aud_decode_frame"
"FFmpeg","libavcodec/bmvvideo.c:decode_init"
"FFmpeg","libavcodec/bmvvideo.c:decode_frame"
"FFmpeg","libavcodec/bmvvideo.c:decode_bmv_frame"
"FFmpeg","libavcodec/brenderpix.c:pix_decode_frame"
"FFmpeg","libavcodec/brenderpix.c:pix_decode_header"
"FFmpeg","libavcodec/bsf.c:bsf_list_init"
"FFmpeg","libavcodec/bsf.c:bsf_list_filter"
"FFmpeg","libavcodec/bsf.c:ff_bsf_get_packet_ref"
"FFmpeg","libavcodec/bsf.c:bsf_list_close"
"FFmpeg","libavcodec/bsf.c:bsf_list_item_name"
"FFmpeg","libavcodec/bsf.c:av_bsf_get_class"
"FFmpeg","libavcodec/bsf.c:bsf_child_next"
"FFmpeg","libavcodec/bsf.c:ff_bsf_get_packet"
"FFmpeg","libavcodec/bswapdsp.c:bswap_buf"
"FFmpeg","libavcodec/bswapdsp.c:bswap16_buf"
"FFmpeg","libavcodec/c93.c:decode_init"
"FFmpeg","libavcodec/c93.c:decode_end"
"FFmpeg","libavcodec/c93.c:decode_frame"
"FFmpeg","libavcodec/c93.c:copy_block"
"FFmpeg","libavcodec/c93.c:draw_n_color"
"FFmpeg","libavcodec/cavs_parser.c:cavsvideo_parse"
"FFmpeg","libavcodec/cavs_parser.c:cavs_find_frame_end"
"FFmpeg","libavcodec/cavsdec.c:cavs_decode_frame"
"FFmpeg","libavcodec/cavsdec.c:decode_seq_header"
"FFmpeg","libavcodec/cavsdec.c:decode_pic"
"FFmpeg","libavcodec/golomb.h:get_ue_golomb"
"FFmpeg","libavcodec/golomb.h:get_se_golomb"
"FFmpeg","libavcodec/cavsdec.c:check_for_slice"
"FFmpeg","libavcodec/cavsdec.c:decode_slice_header"
"FFmpeg","libavcodec/cavsdec.c:decode_mb_i"
"FFmpeg","libavcodec/cavsdec.c:decode_residual_block"
"FFmpeg","libavcodec/cavsdec.c:get_ue_code"
"FFmpeg","libavcodec/cavsdec.c:dequant"
"FFmpeg","libavcodec/cavsdec.c:decode_residual_chroma"
"FFmpeg","libavcodec/cavsdec.c:set_mv_intra"
"FFmpeg","libavcodec/cavs.h:set_mvs"
"FFmpeg","libavcodec/cavsdec.c:decode_mb_p"
"FFmpeg","libavcodec/cavsdec.c:set_intra_mode_default"
"FFmpeg","libavcodec/cavsdec.c:store_mvs"
"FFmpeg","libavcodec/cavsdec.c:decode_residual_inter"
"FFmpeg","libavcodec/cavsdec.c:decode_mb_b"
"FFmpeg","libavcodec/cavsdec.c:mv_pred_direct"
"FFmpeg","libavcodec/cavsdec.c:mv_pred_sym"
"FFmpeg","libavcodec/cavsdec.c:cavs_flush"
"FFmpeg","libavcodec/ccaption_dec.c:init_decoder"
"FFmpeg","libavcodec/ccaption_dec.c:decode"
"FFmpeg","libavcodec/ccaption_dec.c:validate_cc_data_pair"
"FFmpeg","libavcodec/ccaption_dec.c:process_cc608"
"FFmpeg","libavcodec/ccaption_dec.c:handle_pac"
"FFmpeg","libavcodec/ccaption_dec.c:get_writing_screen"
"FFmpeg","libavcodec/ccaption_dec.c:write_char"
"FFmpeg","libavcodec/ccaption_dec.c:handle_textattr"
"FFmpeg","libavcodec/ccaption_dec.c:handle_delete_end_of_row"
"FFmpeg","libavcodec/ccaption_dec.c:handle_edm"
"FFmpeg","libavcodec/ccaption_dec.c:reap_screen"
"FFmpeg","libavcodec/ccaption_dec.c:capture_screen"
"FFmpeg","libavcodec/ccaption_dec.c:roll_up"
"FFmpeg","libavcodec/ccaption_dec.c:handle_eoc"
"FFmpeg","libavcodec/ccaption_dec.c:handle_char"
"FFmpeg","libavcodec/ass.c:ff_ass_add_rect"
"FFmpeg","libavcodec/ass.c:ff_ass_get_dialog"
"FFmpeg","libavcodec/ccaption_dec.c:close_decoder"
"FFmpeg","libavcodec/ccaption_dec.c:flush_decoder"
"FFmpeg","libavcodec/cdgraphics.c:cdg_decode_init"
"FFmpeg","libavcodec/cdgraphics.c:cdg_decode_frame"
"FFmpeg","libavcodec/cdgraphics.c:cdg_load_palette"
"FFmpeg","libavcodec/cdgraphics.c:cdg_border_preset"
"FFmpeg","libavcodec/cdgraphics.c:cdg_tile_block"
"FFmpeg","libavcodec/cdgraphics.c:cdg_scroll"
"FFmpeg","libavcodec/cdgraphics.c:cdg_fill_wrapper"
"FFmpeg","libavcodec/cdgraphics.c:cdg_copy_rect_buf"
"FFmpeg","libavcodec/cdgraphics.c:cdg_fill_rect_preset"
"FFmpeg","libavcodec/cdgraphics.c:cdg_decode_end"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_init"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_frame"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_ham8"
"FFmpeg","libavcodec/cdxl.c:import_palette"
"FFmpeg","libavcodec/cdxl.c:import_format"
"FFmpeg","libavcodec/cdxl.c:bitplanar2chunky"
"FFmpeg","libavcodec/cdxl.c:bitline2chunky"
"FFmpeg","libavcodec/cdxl.c:chunky2chunky"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_ham6"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_rgb"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_raw"
"FFmpeg","libavcodec/cdxl.c:cdxl_decode_end"
"FFmpeg","libavcodec/celp_filters.c:ff_celp_convolve_circ"
"FFmpeg","libavcodec/celp_filters.c:ff_celp_lp_synthesis_filter"
"FFmpeg","libavcodec/celp_filters.c:ff_celp_lp_synthesis_filterf"
"FFmpeg","libavcodec/celp_filters.c:ff_celp_lp_zero_synthesis_filterf"
"FFmpeg","libavcodec/celp_math.c:ff_exp2"
"FFmpeg","libavcodec/celp_math.c:ff_log2_q15"
"FFmpeg","libavcodec/celp_math.c:ff_dot_product"
"FFmpeg","libavcodec/celp_math.c:ff_dot_productf"
"FFmpeg","libavcodec/cfhd.c:cfhd_decode_init"
"FFmpeg","libavcodec/cfhd.c:cfhd_decode"
"FFmpeg","libavcodec/cfhd.c:init_frame_defaults"
"FFmpeg","libavcodec/cfhd.c:init_plane_defaults"
"FFmpeg","libavcodec/cfhd.c:free_buffers"
"FFmpeg","libavcodec/cfhd.c:alloc_buffers"
"FFmpeg","libavcodec/cfhd.c:dequant_and_decompand"
"FFmpeg","libavcodec/cfhd.c:vert_filter"
"FFmpeg","libavcodec/cfhd.c:filter"
"FFmpeg","libavcodec/cfhd.c:horiz_filter"
"FFmpeg","libavcodec/cfhd.c:horiz_filter_clip"
"FFmpeg","libavcodec/cfhd.c:cfhd_close_decoder"
"FFmpeg","libavcodec/cfhddata.c:ff_cfhd_init_vlcs"
"FFmpeg","libavcodec/chomp_bsf.c:chomp_filter"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_init"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_frame"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_strip"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_codebook"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_vectors"
"FFmpeg","libavcodec/cinepak.c:cinepak_decode_end"
"FFmpeg","libavcodec/cinepakenc.c:cinepak_encode_init"
"FFmpeg","libavcodec/cinepakenc.c:cinepak_encode_frame"
"FFmpeg","libavcodec/cinepakenc.c:rd_frame"
"FFmpeg","libavcodec/cinepakenc.c:get_sub_picture"
"FFmpeg","libavcodec/cinepakenc.c:rd_strip"
"FFmpeg","libavcodec/cinepakenc.c:calculate_skip_errors"
"FFmpeg","libavcodec/cinepakenc.c:compute_mb_distortion"
"FFmpeg","libavcodec/cinepakenc.c:quantize"
"FFmpeg","libavcodec/cinepakenc.c:decode_v1_vector"
"FFmpeg","libavcodec/cinepakenc.c:decode_v4_vector"
"FFmpeg","libavcodec/cinepakenc.c:calculate_mode_score"
"FFmpeg","libavcodec/cinepakenc.c:encode_mode"
"FFmpeg","libavcodec/cinepakenc.c:encode_codebook"
"FFmpeg","libavcodec/cinepakenc.c:write_chunk_header"
"FFmpeg","libavcodec/cinepakenc.c:copy_mb"
"FFmpeg","libavcodec/cinepakenc.c:write_strip_header"
"FFmpeg","libavcodec/cinepakenc.c:write_cvid_header"
"FFmpeg","libavcodec/cinepakenc.c:cinepak_encode_end"
"FFmpeg","libavcodec/clearvideo.c:clv_decode_init"
"FFmpeg","libavcodec/clearvideo.c:clv_decode_frame"
"FFmpeg","libavcodec/clearvideo.c:decode_mb"
"FFmpeg","libavcodec/clearvideo.c:decode_block"
"FFmpeg","libavcodec/clearvideo.c:clv_dct"
"FFmpeg","libavcodec/clearvideo.c:clv_decode_end"
"FFmpeg","libavcodec/cljrdec.c:decode_init"
"FFmpeg","libavcodec/cljrdec.c:decode_frame"
"FFmpeg","libavcodec/cljrenc.c:encode_frame"
"FFmpeg","libavcodec/cllc.c:cllc_decode_init"
"FFmpeg","libavcodec/cllc.c:cllc_decode_frame"
"FFmpeg","libavcodec/cllc.c:decode_yuv_frame"
"FFmpeg","libavcodec/cllc.c:read_code_table"
"FFmpeg","libavcodec/cllc.c:read_yuv_component_line"
"FFmpeg","libavcodec/cllc.c:decode_rgb24_frame"
"FFmpeg","libavcodec/cllc.c:read_rgb24_component_line"
"FFmpeg","libavcodec/cllc.c:decode_argb_frame"
"FFmpeg","libavcodec/cllc.c:read_argb_line"
"FFmpeg","libavcodec/cllc.c:cllc_decode_close"
"FFmpeg","libavcodec/cngdec.c:cng_decode_init"
"FFmpeg","libavcodec/cngdec.c:cng_decode_close"
"FFmpeg","libavcodec/cngdec.c:cng_decode_frame"
"FFmpeg","libavcodec/cngdec.c:make_lpc_coefs"
"FFmpeg","libavcodec/cngdec.c:cng_decode_flush"
"FFmpeg","libavcodec/cngenc.c:cng_encode_init"
"FFmpeg","libavcodec/lpc.c:ff_lpc_init"
"FFmpeg","libavcodec/x86/lpc.c:ff_lpc_init_x86"
"FFmpeg","libavcodec/cngenc.c:cng_encode_close"
"FFmpeg","libavcodec/lpc.c:ff_lpc_end"
"FFmpeg","libavcodec/cngenc.c:cng_encode_frame"
"FFmpeg","libavcodec/lpc.c:ff_lpc_calc_ref_coefs"
"FFmpeg","libavcodec/lpc.h:compute_ref_coefs"
"FFmpeg","libavcodec/cook.c:cook_decode_init"
"FFmpeg","libavcodec/audiodsp.c:ff_audiodsp_init"
"FFmpeg","libavcodec/x86/audiodsp_init.c:ff_audiodsp_init_x86"
"FFmpeg","libavcodec/cook.c:init_pow2table"
"FFmpeg","libavcodec/cook.c:init_gain_table"
"FFmpeg","libavcodec/cook.c:init_cplscales_table"
"FFmpeg","libavcodec/cook.c:init_cook_vlc_tables"
"FFmpeg","libavcodec/cook.c:init_cook_mlt"
"FFmpeg","libavcodec/cook.c:dump_cook_context"
"FFmpeg","libavcodec/cook.c:cook_decode_frame"
"FFmpeg","libavcodec/cook.c:decode_subpacket"
"FFmpeg","libavcodec/cook.c:decode_bytes_and_gain"
"FFmpeg","libavcodec/cook.c:decode_bytes"
"FFmpeg","libavcodec/cook.c:decode_gain_info"
"FFmpeg","libavcodec/cook.c:joint_decode"
"FFmpeg","libavcodec/cook.c:decouple_info"
"FFmpeg","libavcodec/cook.c:mono_decode"
"FFmpeg","libavcodec/cook.c:decode_envelope"
"FFmpeg","libavcodec/cook.c:categorize"
"FFmpeg","libavcodec/cook.c:expand_category"
"FFmpeg","libavcodec/cook.c:decode_vectors"
"FFmpeg","libavcodec/cook.c:unpack_SQVH"
"FFmpeg","libavcodec/cook.c:mlt_compensate_output"
"FFmpeg","libavcodec/cook.c:imlt_gain"
"FFmpeg","libavcodec/cook.c:cook_decode_close"
"FFmpeg","libavcodec/cook.c:scalar_dequant_float"
"FFmpeg","libavcodec/cook.c:decouple_float"
"FFmpeg","libavcodec/cook.c:imlt_window_float"
"FFmpeg","libavcodec/cook.c:interpolate_float"
"FFmpeg","libavcodec/cook.c:saturate_output_float"
"FFmpeg","libavcodec/cook_parser.c:cook_parse"
"FFmpeg","libavcodec/cpia.c:cpia_decode_init"
"FFmpeg","libavcodec/cpia.c:cpia_decode_frame"
"FFmpeg","libavutil/frame.c:av_frame_set_decode_error_flags"
"FFmpeg","libavcodec/cpia.c:cpia_decode_end"
"FFmpeg","libavcodec/cscd.c:decode_init"
"FFmpeg","libavcodec/cscd.c:decode_frame"
"FFmpeg","libavcodec/cscd.c:copy_frame_default"
"FFmpeg","libavcodec/cscd.c:add_frame_default"
"FFmpeg","libavcodec/cscd.c:decode_end"
"FFmpeg","libavcodec/cuvid.c:cuvid_decode_init"
"FFmpeg","compat/cuda/dynlink_loader.h:cuvid_load_functions"
"FFmpeg","compat/cuda/dynlink_loader.h:cuvid_free_functions"
"FFmpeg","libavcodec/cuvid.c:check_cu"
"FFmpeg","libavcodec/cuvid.c:cuvid_test_dummy_decoder"
"FFmpeg","libavcodec/cuvid.c:cuvid_decode_end"
"FFmpeg","libavcodec/cuvid.c:cuvid_decode_frame"
"FFmpeg","libavcodec/cuvid.c:cuvid_decode_packet"
"FFmpeg","libavcodec/cuvid.c:cuvid_output_frame"
"FFmpeg","libavcodec/cuvid.c:cuvid_flush"
"FFmpeg","libavcodec/cuvid.c:cuvid_handle_video_sequence"
"FFmpeg","libavcodec/cuvid.c:cuvid_handle_picture_decode"
"FFmpeg","libavcodec/cuvid.c:cuvid_handle_picture_display"
"FFmpeg","libavcodec/cyuv.c:cyuv_decode_init"
"FFmpeg","libavcodec/cyuv.c:cyuv_decode_frame"
"FFmpeg","libavcodec/dca_core_bsf.c:dca_core_filter"
"FFmpeg","libavcodec/dca_parser.c:dca_parse_init"
"FFmpeg","libavcodec/dca_parser.c:dca_parse"
"FFmpeg","libavcodec/dca_parser.c:dca_find_frame_end"
"FFmpeg","libavcodec/dca_parser.c:dca_parse_params"
"FFmpeg","libavcodec/dca_exss.c:ff_dca_exss_parse"
"FFmpeg","libavcodec/dcadec.h:ff_dca_check_crc"
"FFmpeg","libavcodec/dca_exss.c:parse_descriptor"
"FFmpeg","libavcodec/dca_exss.c:parse_lbr_parameters"
"FFmpeg","libavcodec/dca_exss.c:parse_xll_parameters"
"FFmpeg","libavcodec/dcadec.h:ff_dca_seek_bits"
