"Subject","Fuzzer","Trial_Nr","Sat_Length","Delta","Crs_Trg_Timeout","Fct_Cov_Timeout","Dfc_Cov_Timeout","Crs_Trg_N_Bugs","Fct_Cov_N_Bugs","Dfc_Cov_N_Bugs","N_UCs","N_Diff_Bugs1","N_Diff_Bugs2","N_Diff_Timeout1","N_Diff_Timeout2","Ratio_Diff_Bugs1","Ratio_Diff_Bugs2","Ratio_Diff_Timeout1","Ratio_Diff_Timeout2"
"Gif2png","AFL",1,60,0,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,60,1,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,60,2,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,120,0,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,120,1,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,120,2,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",1,180,0,555,195,195,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,180,1,540,195,195,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,180,2,390,195,195,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,240,0,615,255,255,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,240,1,600,255,255,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,240,2,450,255,255,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,300,0,675,315,315,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,300,1,660,315,315,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,300,2,510,315,315,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,360,0,735,375,375,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,360,1,720,375,375,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,360,2,570,375,375,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,420,0,795,435,435,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,420,1,780,435,435,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,420,2,630,435,435,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,480,0,1440,495,495,3,2,2,4,1,0,945,0,0.25,0,0.65625,0
"Gif2png","AFL",1,480,1,840,495,495,2,2,2,4,0,0,345,0,0,0,0.239583333333333,0
"Gif2png","AFL",1,480,2,690,495,495,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,540,0,1440,555,555,3,2,2,4,1,0,885,0,0.25,0,0.614583333333333,0
"Gif2png","AFL",1,540,1,915,555,555,2,2,2,4,0,0,360,0,0,0,0.25,0
"Gif2png","AFL",1,540,2,750,555,555,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",1,600,0,1440,615,615,3,2,2,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",1,600,1,1440,615,615,3,2,2,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",1,600,2,810,615,615,2,2,2,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",2,60,0,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,60,1,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,60,2,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",2,120,0,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,120,1,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,120,2,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",2,180,0,480,195,195,2,2,2,4,0,0,285,0,0,0,0.197916666666667,0
"Gif2png","AFL",2,180,1,210,195,195,2,2,2,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,180,2,210,195,195,2,2,2,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,240,0,765,255,255,3,2,2,4,1,0,510,0,0.25,0,0.354166666666667,0
"Gif2png","AFL",2,240,1,270,255,255,2,2,2,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,240,2,270,255,255,2,2,2,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",2,300,0,825,315,315,3,2,2,4,1,0,510,0,0.25,0,0.354166666666667,0
"Gif2png","AFL",2,300,1,795,315,315,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,300,2,795,315,315,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,360,0,885,375,375,3,2,2,4,1,0,510,0,0.25,0,0.354166666666667,0
"Gif2png","AFL",2,360,1,855,375,375,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,360,2,855,375,375,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,420,0,945,435,435,3,2,2,4,1,0,510,0,0.25,0,0.354166666666667,0
"Gif2png","AFL",2,420,1,915,435,435,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,420,2,915,435,435,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,480,0,1005,495,495,3,2,2,4,1,0,510,0,0.25,0,0.354166666666667,0
"Gif2png","AFL",2,480,1,975,495,495,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,480,2,975,495,495,3,2,2,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",2,540,0,1065,555,555,3,3,3,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",2,540,1,1035,555,555,3,3,3,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",2,540,2,1035,555,555,3,3,3,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",2,600,0,1125,615,615,3,3,3,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",2,600,1,1095,615,615,3,3,3,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",2,600,2,1095,615,615,3,3,3,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",3,60,0,120,75,75,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",3,60,1,120,75,75,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",3,60,2,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",3,120,0,180,135,135,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",3,120,1,180,135,135,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",3,120,2,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",3,180,0,675,195,195,2,1,1,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",3,180,1,585,195,195,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,180,2,210,195,195,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",3,240,0,735,255,255,2,1,1,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",3,240,1,645,255,255,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,240,2,480,255,255,1,1,1,4,0,0,225,0,0,0,0.15625,0
"Gif2png","AFL",3,300,0,795,315,315,2,1,1,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",3,300,1,705,315,315,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,300,2,705,315,315,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,360,0,855,375,375,2,1,1,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",3,360,1,765,375,375,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,360,2,765,375,375,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,420,0,915,435,435,2,1,1,4,1,0,480,0,0.25,0,0.333333333333333,0
"Gif2png","AFL",3,420,1,825,435,435,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,420,2,825,435,435,2,1,1,4,1,0,390,0,0.25,0,0.270833333333333,0
"Gif2png","AFL",3,480,0,975,495,495,2,2,2,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",3,480,1,885,495,495,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",3,480,2,885,495,495,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",3,540,0,1035,555,555,2,2,2,4,0,0,480,0,0,0,0.333333333333333,0
"Gif2png","AFL",3,540,1,945,555,555,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",3,540,2,945,555,555,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",3,600,0,1440,615,615,3,2,2,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",3,600,1,1005,615,615,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",3,600,2,1005,615,615,2,2,2,4,0,0,390,0,0,0,0.270833333333333,0
"Gif2png","AFL",4,60,0,105,75,75,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",4,60,1,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",4,60,2,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",4,120,0,165,135,135,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",4,120,1,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",4,120,2,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",4,180,0,405,195,195,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,180,1,390,195,195,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,180,2,390,195,195,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,240,0,465,255,255,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,240,1,450,255,255,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,240,2,450,255,255,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,300,0,525,315,315,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,300,1,510,315,315,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,300,2,510,315,315,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,360,0,585,375,375,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,360,1,570,375,375,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,360,2,570,375,375,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,420,0,645,435,435,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,420,1,630,435,435,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,420,2,630,435,435,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,480,0,705,495,495,1,1,1,4,0,0,210,0,0,0,0.145833333333333,0
"Gif2png","AFL",4,480,1,690,495,495,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,480,2,690,495,495,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,540,0,1440,555,555,1,1,1,4,0,0,885,0,0,0,0.614583333333333,0
"Gif2png","AFL",4,540,1,1305,555,555,1,1,1,4,0,0,750,0,0,0,0.520833333333333,0
"Gif2png","AFL",4,540,2,750,555,555,1,1,1,4,0,0,195,0,0,0,0.135416666666667,0
"Gif2png","AFL",4,600,0,1440,615,615,1,1,1,4,0,0,825,0,0,0,0.572916666666667,0
"Gif2png","AFL",4,600,1,1365,615,615,1,1,1,4,0,0,750,0,0,0,0.520833333333333,0
"Gif2png","AFL",4,600,2,1365,615,615,1,1,1,4,0,0,750,0,0,0,0.520833333333333,0
"Gif2png","AFL",5,60,0,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,60,1,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,60,2,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,120,0,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,120,1,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,120,2,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,180,0,210,195,195,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,180,1,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,180,2,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,240,0,270,255,255,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,240,1,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,240,2,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,300,0,330,315,315,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,300,1,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,300,2,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,360,0,390,375,375,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,360,1,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,360,2,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,420,0,450,435,435,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,420,1,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,420,2,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,480,0,510,495,495,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",5,480,1,495,495,495,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,480,2,495,495,495,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,540,0,1440,555,555,2,1,1,4,1,0,885,0,0.25,0,0.614583333333333,0
"Gif2png","AFL",5,540,1,555,555,555,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,540,2,555,555,555,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",5,600,0,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",5,600,1,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",5,600,2,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",6,60,0,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,60,1,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,60,2,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,120,0,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,120,1,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,120,2,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,180,0,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,180,1,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,180,2,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,240,0,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,240,1,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,240,2,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,300,0,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,300,1,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,300,2,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,360,0,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,360,1,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,360,2,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,420,0,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,420,1,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,420,2,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,480,0,1080,495,495,1,1,1,4,0,0,585,0,0,0,0.40625,0
"Gif2png","AFL",6,480,1,495,495,495,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,480,2,495,495,495,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",6,540,0,1140,555,555,1,1,1,4,0,0,585,0,0,0,0.40625,0
"Gif2png","AFL",6,540,1,1065,555,555,1,1,1,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",6,540,2,1065,555,555,1,1,1,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",6,600,0,1200,615,615,1,1,1,4,0,0,585,0,0,0,0.40625,0
"Gif2png","AFL",6,600,1,1125,615,615,1,1,1,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",6,600,2,1125,615,615,1,1,1,4,0,0,510,0,0,0,0.354166666666667,0
"Gif2png","AFL",7,60,0,120,75,75,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,60,1,105,75,75,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,60,2,105,75,75,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,120,0,180,135,135,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,120,1,165,135,135,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,120,2,165,135,135,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,180,0,240,195,195,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,180,1,225,195,195,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,180,2,225,195,195,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,240,0,300,255,255,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,240,1,285,255,255,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,240,2,285,255,255,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,300,0,360,315,315,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,300,1,345,315,315,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,300,2,345,315,315,1,1,1,4,0,0,30,0,0,0,0.0208333333333333,0
"Gif2png","AFL",7,360,0,1440,375,375,2,1,1,4,1,0,1065,0,0.25,0,0.739583333333333,0
"Gif2png","AFL",7,360,1,1410,375,375,2,1,1,4,1,0,1035,0,0.25,0,0.71875,0
"Gif2png","AFL",7,360,2,420,375,375,1,1,1,4,0,0,45,0,0,0,0.03125,0
"Gif2png","AFL",7,420,0,1440,435,435,2,1,1,4,1,0,1005,0,0.25,0,0.697916666666667,0
"Gif2png","AFL",7,420,1,1440,435,435,2,1,1,4,1,0,1005,0,0.25,0,0.697916666666667,0
"Gif2png","AFL",7,420,2,1440,435,435,2,1,1,4,1,0,1005,0,0.25,0,0.697916666666667,0
"Gif2png","AFL",7,480,0,1440,495,495,2,1,1,4,1,0,945,0,0.25,0,0.65625,0
"Gif2png","AFL",7,480,1,1440,495,495,2,1,1,4,1,0,945,0,0.25,0,0.65625,0
"Gif2png","AFL",7,480,2,1440,495,495,2,1,1,4,1,0,945,0,0.25,0,0.65625,0
"Gif2png","AFL",7,540,0,1440,555,555,2,1,1,4,1,0,885,0,0.25,0,0.614583333333333,0
"Gif2png","AFL",7,540,1,1440,555,555,2,1,1,4,1,0,885,0,0.25,0,0.614583333333333,0
"Gif2png","AFL",7,540,2,1440,555,555,2,1,1,4,1,0,885,0,0.25,0,0.614583333333333,0
"Gif2png","AFL",7,600,0,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",7,600,1,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",7,600,2,1440,615,615,2,1,1,4,1,0,825,0,0.25,0,0.572916666666667,0
"Gif2png","AFL",8,60,0,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",8,60,1,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",8,60,2,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",8,120,0,375,135,135,1,1,1,4,0,0,240,0,0,0,0.166666666666667,0
"Gif2png","AFL",8,120,1,375,135,135,1,1,1,4,0,0,240,0,0,0,0.166666666666667,0
"Gif2png","AFL",8,120,2,285,135,135,1,1,1,4,0,0,150,0,0,0,0.104166666666667,0
"Gif2png","AFL",8,180,0,810,195,195,3,1,1,4,2,0,615,0,0.5,0,0.427083333333333,0
"Gif2png","AFL",8,180,1,615,195,195,3,1,1,4,2,0,420,0,0.5,0,0.291666666666667,0
"Gif2png","AFL",8,180,2,345,195,195,1,1,1,4,0,0,150,0,0,0,0.104166666666667,0
"Gif2png","AFL",8,240,0,870,255,255,3,1,1,4,2,0,615,0,0.5,0,0.427083333333333,0
"Gif2png","AFL",8,240,1,795,255,255,3,1,1,4,2,0,540,0,0.5,0,0.375,0
"Gif2png","AFL",8,240,2,675,255,255,3,1,1,4,2,0,420,0,0.5,0,0.291666666666667,0
"Gif2png","AFL",8,300,0,930,315,315,3,1,1,4,2,0,615,0,0.5,0,0.427083333333333,0
"Gif2png","AFL",8,300,1,855,315,315,3,1,1,4,2,0,540,0,0.5,0,0.375,0
"Gif2png","AFL",8,300,2,735,315,315,3,1,1,4,2,0,420,0,0.5,0,0.291666666666667,0
"Gif2png","AFL",8,360,0,990,375,375,3,1,1,4,2,0,615,0,0.5,0,0.427083333333333,0
"Gif2png","AFL",8,360,1,915,375,375,3,1,1,4,2,0,540,0,0.5,0,0.375,0
"Gif2png","AFL",8,360,2,795,375,375,3,1,1,4,2,0,420,0,0.5,0,0.291666666666667,0
"Gif2png","AFL",8,420,0,1050,435,435,3,3,3,4,0,0,615,0,0,0,0.427083333333333,0
"Gif2png","AFL",8,420,1,975,435,435,3,3,3,4,0,0,540,0,0,0,0.375,0
"Gif2png","AFL",8,420,2,855,435,435,3,3,3,4,0,0,420,0,0,0,0.291666666666667,0
"Gif2png","AFL",8,480,0,1440,495,495,3,3,3,4,0,0,945,0,0,0,0.65625,0
"Gif2png","AFL",8,480,1,1035,495,495,3,3,3,4,0,0,540,0,0,0,0.375,0
"Gif2png","AFL",8,480,2,915,495,495,3,3,3,4,0,0,420,0,0,0,0.291666666666667,0
"Gif2png","AFL",8,540,0,1440,555,555,3,3,3,4,0,0,885,0,0,0,0.614583333333333,0
"Gif2png","AFL",8,540,1,1095,555,555,3,3,3,4,0,0,540,0,0,0,0.375,0
"Gif2png","AFL",8,540,2,975,555,555,3,3,3,4,0,0,420,0,0,0,0.291666666666667,0
"Gif2png","AFL",8,600,0,1440,615,615,3,3,3,4,0,0,825,0,0,0,0.572916666666667,0
"Gif2png","AFL",8,600,1,1440,615,615,3,3,3,4,0,0,825,0,0,0,0.572916666666667,0
"Gif2png","AFL",8,600,2,1035,615,615,3,3,3,4,0,0,420,0,0,0,0.291666666666667,0
"Gif2png","AFL",9,60,0,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,60,1,90,75,75,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,60,2,75,75,75,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,120,0,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,120,1,150,135,135,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,120,2,135,135,135,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,180,0,210,195,195,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,180,1,210,195,195,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,180,2,195,195,195,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,240,0,270,255,255,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,240,1,270,255,255,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,240,2,255,255,255,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,300,0,330,315,315,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,300,1,330,315,315,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,300,2,315,315,315,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,360,0,390,375,375,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,360,1,390,375,375,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,360,2,375,375,375,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,420,0,450,435,435,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,420,1,450,435,435,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,420,2,435,435,435,1,1,1,4,0,0,0,0,0,0,0,0
"Gif2png","AFL",9,480,0,510,495,495,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
"Gif2png","AFL",9,480,1,510,495,495,1,1,1,4,0,0,15,0,0,0,0.0104166666666667,0
