"Subject","Fuzzer","Trial_Nr","Sat_Length","Delta","Crs_Trg_Timeout","Fct_Cov_Timeout","Dfc_Cov_Timeout","Crs_Trg_N_Bugs","Fct_Cov_N_Bugs","Dfc_Cov_N_Bugs","N_UCs","N_Diff_Bugs1","N_Diff_Bugs2","N_Diff_Timeout1","N_Diff_Timeout2","Ratio_Diff_Bugs1","Ratio_Diff_Bugs2","Ratio_Diff_Timeout1","Ratio_Diff_Timeout2"
"LibTIFF","Honggfuzz",17,180,0,195,810,510,1,2,2,7,-1,0,-315,300,-0.142857142857143,0,-0.21875,0.208333333333333
"LibTIFF","Honggfuzz",17,180,1,195,510,435,1,2,2,7,-1,0,-240,75,-0.142857142857143,0,-0.166666666666667,0.0520833333333333
"LibTIFF","Honggfuzz",17,180,2,195,510,420,1,2,2,7,-1,0,-225,90,-0.142857142857143,0,-0.15625,0.0625
"LibTIFF","Honggfuzz",17,240,0,465,870,855,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,240,1,255,855,495,2,2,2,7,0,0,-240,360,0,0,-0.166666666666667,0.25
"LibTIFF","Honggfuzz",17,240,2,255,855,480,2,2,2,7,0,0,-225,375,0,0,-0.15625,0.260416666666667
"LibTIFF","Honggfuzz",17,300,0,525,930,915,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,300,1,315,915,825,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,300,2,315,915,825,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,360,0,585,990,975,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,360,1,375,975,885,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,360,2,375,975,885,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,420,0,645,1050,1035,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,420,1,435,1035,945,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,420,2,435,1035,945,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,480,0,705,1110,1095,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,480,1,495,1095,1005,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,480,2,495,1095,1005,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,540,0,765,1170,1155,2,2,2,7,0,0,-390,15,0,0,-0.270833333333333,0.0104166666666667
"LibTIFF","Honggfuzz",17,540,1,555,1155,1065,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,540,2,555,1155,1065,2,2,2,7,0,0,-510,90,0,0,-0.354166666666667,0.0625
"LibTIFF","Honggfuzz",17,600,0,825,1440,1440,2,2,2,7,0,0,-615,0,0,0,-0.427083333333333,0
"LibTIFF","Honggfuzz",17,600,1,615,1440,1125,2,2,2,7,0,0,-510,315,0,0,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",17,600,2,615,1440,1125,2,2,2,7,0,0,-510,315,0,0,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,60,0,75,225,135,1,1,1,7,0,0,-60,90,0,0,-0.0416666666666667,0.0625
"LibTIFF","Honggfuzz",18,60,1,75,135,120,1,1,1,7,0,0,-45,15,0,0,-0.03125,0.0104166666666667
"LibTIFF","Honggfuzz",18,60,2,75,135,120,1,1,1,7,0,0,-45,15,0,0,-0.03125,0.0104166666666667
"LibTIFF","Honggfuzz",18,120,0,135,645,480,1,1,1,7,0,0,-345,165,0,0,-0.239583333333333,0.114583333333333
"LibTIFF","Honggfuzz",18,120,1,135,390,195,1,1,1,7,0,0,-60,195,0,0,-0.0416666666666667,0.135416666666667
"LibTIFF","Honggfuzz",18,120,2,135,225,180,1,1,1,7,0,0,-45,45,0,0,-0.03125,0.03125
"LibTIFF","Honggfuzz",18,180,0,195,1110,705,1,1,1,7,0,0,-510,405,0,0,-0.354166666666667,0.28125
"LibTIFF","Honggfuzz",18,180,1,195,705,450,1,1,1,7,0,0,-255,255,0,0,-0.177083333333333,0.177083333333333
"LibTIFF","Honggfuzz",18,180,2,195,450,450,1,1,1,7,0,0,-255,0,0,0,-0.177083333333333,0
"LibTIFF","Honggfuzz",18,240,0,255,1170,765,1,1,1,7,0,0,-510,405,0,0,-0.354166666666667,0.28125
"LibTIFF","Honggfuzz",18,240,1,255,765,510,1,1,1,7,0,0,-255,255,0,0,-0.177083333333333,0.177083333333333
"LibTIFF","Honggfuzz",18,240,2,255,510,510,1,1,1,7,0,0,-255,0,0,0,-0.177083333333333,0
"LibTIFF","Honggfuzz",18,300,0,315,1230,825,1,1,1,7,0,0,-510,405,0,0,-0.354166666666667,0.28125
"LibTIFF","Honggfuzz",18,300,1,315,825,825,1,1,1,7,0,0,-510,0,0,0,-0.354166666666667,0
"LibTIFF","Honggfuzz",18,300,2,315,825,660,1,1,1,7,0,0,-345,165,0,0,-0.239583333333333,0.114583333333333
"LibTIFF","Honggfuzz",18,360,0,375,1290,1200,1,1,1,7,0,0,-825,90,0,0,-0.572916666666667,0.0625
"LibTIFF","Honggfuzz",18,360,1,375,1200,885,1,1,1,7,0,0,-510,315,0,0,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,360,2,375,1200,720,1,1,1,7,0,0,-345,480,0,0,-0.239583333333333,0.333333333333333
"LibTIFF","Honggfuzz",18,420,0,435,1440,1260,1,2,1,7,0,1,-825,180,0,0.142857142857143,-0.572916666666667,0.125
"LibTIFF","Honggfuzz",18,420,1,435,1260,945,1,1,1,7,0,0,-510,315,0,0,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,420,2,435,1260,780,1,1,1,7,0,0,-345,480,0,0,-0.239583333333333,0.333333333333333
"LibTIFF","Honggfuzz",18,480,0,495,1440,1440,1,2,2,7,-1,0,-945,0,-0.142857142857143,0,-0.65625,0
"LibTIFF","Honggfuzz",18,480,1,495,1410,1005,1,2,1,7,0,1,-510,405,0,0.142857142857143,-0.354166666666667,0.28125
"LibTIFF","Honggfuzz",18,480,2,495,1320,1005,1,1,1,7,0,0,-510,315,0,0,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,540,0,555,1440,1440,1,2,2,7,-1,0,-885,0,-0.142857142857143,0,-0.614583333333333,0
"LibTIFF","Honggfuzz",18,540,1,555,1440,1065,1,2,1,7,0,1,-510,375,0,0.142857142857143,-0.354166666666667,0.260416666666667
"LibTIFF","Honggfuzz",18,540,2,555,1380,1065,1,2,1,7,0,1,-510,315,0,0.142857142857143,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,600,0,615,1440,1440,1,2,2,7,-1,0,-825,0,-0.142857142857143,0,-0.572916666666667,0
"LibTIFF","Honggfuzz",18,600,1,615,1440,1125,1,2,1,7,0,1,-510,315,0,0.142857142857143,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",18,600,2,615,1440,1125,1,2,1,7,0,1,-510,315,0,0.142857142857143,-0.354166666666667,0.21875
"LibTIFF","Honggfuzz",19,60,0,75,285,285,1,1,1,7,0,0,-210,0,0,0,-0.145833333333333,0
"LibTIFF","Honggfuzz",19,60,1,75,285,120,1,1,1,7,0,0,-45,165,0,0,-0.03125,0.114583333333333
"LibTIFF","Honggfuzz",19,60,2,75,120,105,1,1,1,7,0,0,-30,15,0,0,-0.0208333333333333,0.0104166666666667
"LibTIFF","Honggfuzz",19,120,0,135,615,465,1,2,2,7,-1,0,-330,150,-0.142857142857143,0,-0.229166666666667,0.104166666666667
"LibTIFF","Honggfuzz",19,120,1,135,465,315,1,2,1,7,0,1,-180,150,0,0.142857142857143,-0.125,0.104166666666667
"LibTIFF","Honggfuzz",19,120,2,135,345,255,1,1,1,7,0,0,-120,90,0,0,-0.0833333333333333,0.0625
"LibTIFF","Honggfuzz",19,180,0,195,840,525,1,2,2,7,-1,0,-330,315,-0.142857142857143,0,-0.229166666666667,0.21875
"LibTIFF","Honggfuzz",19,180,1,195,675,405,1,2,2,7,-1,0,-210,270,-0.142857142857143,0,-0.145833333333333,0.1875
"LibTIFF","Honggfuzz",19,180,2,195,405,315,1,2,1,7,0,1,-120,90,0,0.142857142857143,-0.0833333333333333,0.0625
"LibTIFF","Honggfuzz",19,240,0,255,1125,585,1,2,2,7,-1,0,-330,540,-0.142857142857143,0,-0.229166666666667,0.375
"LibTIFF","Honggfuzz",19,240,1,255,735,465,1,2,2,7,-1,0,-210,270,-0.142857142857143,0,-0.145833333333333,0.1875
"LibTIFF","Honggfuzz",19,240,2,255,735,435,1,2,2,7,-1,0,-180,300,-0.142857142857143,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,300,0,315,1185,645,1,2,2,7,-1,0,-330,540,-0.142857142857143,0,-0.229166666666667,0.375
"LibTIFF","Honggfuzz",19,300,1,315,795,525,1,2,2,7,-1,0,-210,270,-0.142857142857143,0,-0.145833333333333,0.1875
"LibTIFF","Honggfuzz",19,300,2,315,795,495,1,2,2,7,-1,0,-180,300,-0.142857142857143,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,360,0,375,1245,705,1,2,2,7,-1,0,-330,540,-0.142857142857143,0,-0.229166666666667,0.375
"LibTIFF","Honggfuzz",19,360,1,375,855,585,1,2,2,7,-1,0,-210,270,-0.142857142857143,0,-0.145833333333333,0.1875
"LibTIFF","Honggfuzz",19,360,2,375,855,555,1,2,2,7,-1,0,-180,300,-0.142857142857143,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,420,0,810,1305,765,2,2,2,7,0,0,45,540,0,0,0.03125,0.375
"LibTIFF","Honggfuzz",19,420,1,435,1080,645,2,2,2,7,0,0,-210,435,0,0,-0.145833333333333,0.302083333333333
"LibTIFF","Honggfuzz",19,420,2,435,915,615,2,2,2,7,0,0,-180,300,0,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,480,0,870,1365,825,2,2,2,7,0,0,45,540,0,0,0.03125,0.375
"LibTIFF","Honggfuzz",19,480,1,495,1140,705,2,2,2,7,0,0,-210,435,0,0,-0.145833333333333,0.302083333333333
"LibTIFF","Honggfuzz",19,480,2,495,975,675,2,2,2,7,0,0,-180,300,0,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,540,0,930,1425,1425,2,2,2,7,0,0,-495,0,0,0,-0.34375,0
"LibTIFF","Honggfuzz",19,540,1,555,1200,765,2,2,2,7,0,0,-210,435,0,0,-0.145833333333333,0.302083333333333
"LibTIFF","Honggfuzz",19,540,2,555,1035,735,2,2,2,7,0,0,-180,300,0,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",19,600,0,990,1440,1440,2,2,2,7,0,0,-450,0,0,0,-0.3125,0
"LibTIFF","Honggfuzz",19,600,1,615,1260,825,2,2,2,7,0,0,-210,435,0,0,-0.145833333333333,0.302083333333333
"LibTIFF","Honggfuzz",19,600,2,615,1095,795,2,2,2,7,0,0,-180,300,0,0,-0.125,0.208333333333333
"LibTIFF","Honggfuzz",20,60,0,90,225,210,1,1,1,7,0,0,-120,15,0,0,-0.0833333333333333,0.0104166666666667
"LibTIFF","Honggfuzz",20,60,1,75,225,180,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,60,2,75,225,180,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,120,0,150,285,270,1,1,1,7,0,0,-120,15,0,0,-0.0833333333333333,0.0104166666666667
"LibTIFF","Honggfuzz",20,120,1,135,285,240,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,120,2,135,285,240,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,180,0,210,345,330,1,1,1,7,0,0,-120,15,0,0,-0.0833333333333333,0.0104166666666667
"LibTIFF","Honggfuzz",20,180,1,195,345,300,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,180,2,195,345,300,1,1,1,7,0,0,-105,45,0,0,-0.0729166666666667,0.03125
"LibTIFF","Honggfuzz",20,240,0,270,600,600,1,3,3,7,-2,0,-330,0,-0.285714285714286,0,-0.229166666666667,0
"LibTIFF","Honggfuzz",20,240,1,255,600,600,1,3,3,7,-2,0,-345,0,-0.285714285714286,0,-0.239583333333333,0
"LibTIFF","Honggfuzz",20,240,2,255,405,390,1,2,2,7,-1,0,-135,15,-0.142857142857143,0,-0.09375,0.0104166666666667
"LibTIFF","Honggfuzz",20,300,0,330,1440,660,1,3,3,7,-2,0,-330,780,-0.285714285714286,0,-0.229166666666667,0.541666666666667
"LibTIFF","Honggfuzz",20,300,1,315,1440,660,1,3,3,7,-2,0,-345,780,-0.285714285714286,0,-0.239583333333333,0.541666666666667
"LibTIFF","Honggfuzz",20,300,2,315,465,450,1,2,2,7,-1,0,-135,15,-0.142857142857143,0,-0.09375,0.0104166666666667
"LibTIFF","Honggfuzz",20,360,0,885,1440,1440,3,3,3,7,0,0,-555,0,0,0,-0.385416666666667,0
"LibTIFF","Honggfuzz",20,360,1,390,1440,720,2,3,3,7,-1,0,-330,720,-0.142857142857143,0,-0.229166666666667,0.5
"LibTIFF","Honggfuzz",20,360,2,375,525,510,2,3,2,7,0,1,-135,15,0,0.142857142857143,-0.09375,0.0104166666666667
"LibTIFF","Honggfuzz",20,420,0,945,1440,1440,3,3,3,7,0,0,-495,0,0,0,-0.34375,0
"LibTIFF","Honggfuzz",20,420,1,450,1440,780,2,3,3,7,-1,0,-330,660,-0.142857142857143,0,-0.229166666666667,0.458333333333333
"LibTIFF","Honggfuzz",20,420,2,435,585,570,2,3,3,7,-1,0,-135,15,-0.142857142857143,0,-0.09375,0.0104166666666667
"LibTIFF","Honggfuzz",20,480,0,1005,1440,1440,3,3,3,7,0,0,-435,0,0,0,-0.302083333333333,0
"LibTIFF","Honggfuzz",20,480,1,510,1440,840,2,3,3,7,-1,0,-330,600,-0.142857142857143,0,-0.229166666666667,0.416666666666667
"LibTIFF","Honggfuzz",20,480,2,495,1440,630,2,3,3,7,-1,0,-135,810,-0.142857142857143,0,-0.09375,0.5625
"LibTIFF","Honggfuzz",20,540,0,1065,1440,1440,3,3,3,7,0,0,-375,0,0,0,-0.260416666666667,0
"LibTIFF","Honggfuzz",20,540,1,915,1440,1440,3,3,3,7,0,0,-525,0,0,0,-0.364583333333333,0
"LibTIFF","Honggfuzz",20,540,2,570,1440,900,3,3,3,7,0,0,-330,540,0,0,-0.229166666666667,0.375
"LibTIFF","Honggfuzz",20,600,0,1125,1440,1440,3,3,3,7,0,0,-315,0,0,0,-0.21875,0
"LibTIFF","Honggfuzz",20,600,1,975,1440,1440,3,3,3,7,0,0,-465,0,0,0,-0.322916666666667,0
"LibTIFF","Honggfuzz",20,600,2,630,1440,960,3,3,3,7,0,0,-330,480,0,0,-0.229166666666667,0.333333333333333
"LibTIFF","MOpt-AFL",1,60,0,1440,255,225,5,3,3,7,2,0,1215,30,0.285714285714286,0,0.84375,0.0208333333333333
"LibTIFF","MOpt-AFL",1,60,1,765,225,210,3,3,3,7,0,0,555,15,0,0,0.385416666666667,0.0104166666666667
"LibTIFF","MOpt-AFL",1,60,2,765,225,105,3,3,3,7,0,0,660,120,0,0,0.458333333333333,0.0833333333333333
"LibTIFF","MOpt-AFL",1,120,0,1440,570,405,5,3,3,7,2,0,1035,165,0.285714285714286,0,0.71875,0.114583333333333
"LibTIFF","MOpt-AFL",1,120,1,1440,405,270,5,3,3,7,2,0,1170,135,0.285714285714286,0,0.8125,0.09375
"LibTIFF","MOpt-AFL",1,120,2,1440,405,225,5,3,3,7,2,0,1215,180,0.285714285714286,0,0.84375,0.125
"LibTIFF","MOpt-AFL",1,180,0,1440,630,630,5,3,3,7,2,0,810,0,0.285714285714286,0,0.5625,0
"LibTIFF","MOpt-AFL",1,180,1,1440,630,345,5,3,3,7,2,0,1095,285,0.285714285714286,0,0.760416666666667,0.197916666666667
"LibTIFF","MOpt-AFL",1,180,2,1440,555,330,5,3,3,7,2,0,1110,225,0.285714285714286,0,0.770833333333333,0.15625
"LibTIFF","MOpt-AFL",1,240,0,1440,690,690,5,3,3,7,2,0,750,0,0.285714285714286,0,0.520833333333333,0
"LibTIFF","MOpt-AFL",1,240,1,1440,690,405,5,3,3,7,2,0,1035,285,0.285714285714286,0,0.71875,0.197916666666667
"LibTIFF","MOpt-AFL",1,240,2,1440,615,390,5,3,3,7,2,0,1050,225,0.285714285714286,0,0.729166666666667,0.15625
"LibTIFF","MOpt-AFL",1,300,0,1440,750,750,5,3,3,7,2,0,690,0,0.285714285714286,0,0.479166666666667,0
"LibTIFF","MOpt-AFL",1,300,1,1440,750,585,5,3,3,7,2,0,855,165,0.285714285714286,0,0.59375,0.114583333333333
"LibTIFF","MOpt-AFL",1,300,2,1440,675,465,5,3,3,7,2,0,975,210,0.285714285714286,0,0.677083333333333,0.145833333333333
"LibTIFF","MOpt-AFL",1,360,0,1440,810,810,5,3,3,7,2,0,630,0,0.285714285714286,0,0.4375,0
"LibTIFF","MOpt-AFL",1,360,1,1440,810,645,5,3,3,7,2,0,795,165,0.285714285714286,0,0.552083333333333,0.114583333333333
"LibTIFF","MOpt-AFL",1,360,2,1440,735,525,5,3,3,7,2,0,915,210,0.285714285714286,0,0.635416666666667,0.145833333333333
"LibTIFF","MOpt-AFL",1,420,0,1440,870,870,5,3,3,7,2,0,570,0,0.285714285714286,0,0.395833333333333,0
"LibTIFF","MOpt-AFL",1,420,1,1440,870,705,5,3,3,7,2,0,735,165,0.285714285714286,0,0.510416666666667,0.114583333333333
"LibTIFF","MOpt-AFL",1,420,2,1440,795,585,5,3,3,7,2,0,855,210,0.285714285714286,0,0.59375,0.145833333333333
"LibTIFF","MOpt-AFL",1,480,0,1440,930,930,5,3,3,7,2,0,510,0,0.285714285714286,0,0.354166666666667,0
"LibTIFF","MOpt-AFL",1,480,1,1440,930,765,5,3,3,7,2,0,675,165,0.285714285714286,0,0.46875,0.114583333333333
"LibTIFF","MOpt-AFL",1,480,2,1440,855,645,5,3,3,7,2,0,795,210,0.285714285714286,0,0.552083333333333,0.145833333333333
"LibTIFF","MOpt-AFL",1,540,0,1440,990,990,5,3,3,7,2,0,450,0,0.285714285714286,0,0.3125,0
"LibTIFF","MOpt-AFL",1,540,1,1440,990,825,5,3,3,7,2,0,615,165,0.285714285714286,0,0.427083333333333,0.114583333333333
"LibTIFF","MOpt-AFL",1,540,2,1440,915,705,5,3,3,7,2,0,735,210,0.285714285714286,0,0.510416666666667,0.145833333333333
"LibTIFF","MOpt-AFL",1,600,0,1440,1050,1050,5,3,3,7,2,0,390,0,0.285714285714286,0,0.270833333333333,0
"LibTIFF","MOpt-AFL",1,600,1,1440,1050,885,5,3,3,7,2,0,555,165,0.285714285714286,0,0.385416666666667,0.114583333333333
"LibTIFF","MOpt-AFL",1,600,2,1440,975,765,5,3,3,7,2,0,675,210,0.285714285714286,0,0.46875,0.145833333333333
"LibTIFF","MOpt-AFL",2,60,0,1440,285,120,3,3,3,7,0,0,1320,165,0,0,0.916666666666667,0.114583333333333
"LibTIFF","MOpt-AFL",2,60,1,900,285,105,3,3,2,7,1,1,795,180,0.142857142857143,0.142857142857143,0.552083333333333,0.125
"LibTIFF","MOpt-AFL",2,60,2,900,285,105,3,3,2,7,1,1,795,180,0.142857142857143,0.142857142857143,0.552083333333333,0.125
"LibTIFF","MOpt-AFL",2,120,0,1440,345,180,3,3,3,7,0,0,1260,165,0,0,0.875,0.114583333333333
"LibTIFF","MOpt-AFL",2,120,1,1440,345,165,3,3,3,7,0,0,1275,180,0,0,0.885416666666667,0.125
"LibTIFF","MOpt-AFL",2,120,2,1440,345,165,3,3,3,7,0,0,1275,180,0,0,0.885416666666667,0.125
"LibTIFF","MOpt-AFL",2,180,0,1440,585,375,3,3,3,7,0,0,1065,210,0,0,0.739583333333333,0.145833333333333
"LibTIFF","MOpt-AFL",2,180,1,1440,405,375,3,3,3,7,0,0,1065,30,0,0,0.739583333333333,0.0208333333333333
"LibTIFF","MOpt-AFL",2,180,2,1440,405,240,3,3,3,7,0,0,1200,165,0,0,0.833333333333333,0.114583333333333
"LibTIFF","MOpt-AFL",2,240,0,1440,645,645,3,3,3,7,0,0,795,0,0,0,0.552083333333333,0
"LibTIFF","MOpt-AFL",2,240,1,1440,465,435,3,3,3,7,0,0,1005,30,0,0,0.697916666666667,0.0208333333333333
"LibTIFF","MOpt-AFL",2,240,2,1440,465,300,3,3,3,7,0,0,1140,165,0,0,0.791666666666667,0.114583333333333
"LibTIFF","MOpt-AFL",2,300,0,1440,705,705,3,3,3,7,0,0,735,0,0,0,0.510416666666667,0
"LibTIFF","MOpt-AFL",2,300,1,1440,525,495,3,3,3,7,0,0,945,30,0,0,0.65625,0.0208333333333333
"LibTIFF","MOpt-AFL",2,300,2,1440,525,360,3,3,3,7,0,0,1080,165,0,0,0.75,0.114583333333333
"LibTIFF","MOpt-AFL",2,360,0,1440,765,765,3,3,3,7,0,0,675,0,0,0,0.46875,0
"LibTIFF","MOpt-AFL",2,360,1,1440,585,555,3,3,3,7,0,0,885,30,0,0,0.614583333333333,0.0208333333333333
"LibTIFF","MOpt-AFL",2,360,2,1440,585,555,3,3,3,7,0,0,885,30,0,0,0.614583333333333,0.0208333333333333
"LibTIFF","MOpt-AFL",2,420,0,1440,1440,1245,3,3,3,7,0,0,195,195,0,0,0.135416666666667,0.135416666666667
"LibTIFF","MOpt-AFL",2,420,1,1440,645,615,3,3,3,7,0,0,825,30,0,0,0.572916666666667,0.0208333333333333
"LibTIFF","MOpt-AFL",2,420,2,1440,645,615,3,3,3,7,0,0,825,30,0,0,0.572916666666667,0.0208333333333333
"LibTIFF","MOpt-AFL",2,480,0,1440,1440,1305,3,3,3,7,0,0,135,135,0,0,0.09375,0.09375
"LibTIFF","MOpt-AFL",2,480,1,1440,705,675,3,3,3,7,0,0,765,30,0,0,0.53125,0.0208333333333333
"LibTIFF","MOpt-AFL",2,480,2,1440,705,675,3,3,3,7,0,0,765,30,0,0,0.53125,0.0208333333333333
"LibTIFF","MOpt-AFL",2,540,0,1440,1440,1365,3,3,3,7,0,0,75,75,0,0,0.0520833333333333,0.0520833333333333
"LibTIFF","MOpt-AFL",2,540,1,1440,765,735,3,3,3,7,0,0,705,30,0,0,0.489583333333333,0.0208333333333333
"LibTIFF","MOpt-AFL",2,540,2,1440,765,735,3,3,3,7,0,0,705,30,0,0,0.489583333333333,0.0208333333333333
"LibTIFF","MOpt-AFL",2,600,0,1440,1440,1425,3,3,3,7,0,0,15,15,0,0,0.0104166666666667,0.0104166666666667
"LibTIFF","MOpt-AFL",2,600,1,1440,1005,795,3,3,3,7,0,0,645,210,0,0,0.447916666666667,0.145833333333333
"LibTIFF","MOpt-AFL",2,600,2,1440,825,795,3,3,3,7,0,0,645,30,0,0,0.447916666666667,0.0208333333333333
"LibTIFF","MOpt-AFL",3,60,0,885,195,180,3,3,3,7,0,0,705,15,0,0,0.489583333333333,0.0104166666666667
"LibTIFF","MOpt-AFL",3,60,1,495,195,120,3,3,3,7,0,0,375,75,0,0,0.260416666666667,0.0520833333333333
"LibTIFF","MOpt-AFL",3,60,2,495,195,120,3,3,3,7,0,0,375,75,0,0,0.260416666666667,0.0520833333333333
"LibTIFF","MOpt-AFL",3,120,0,1440,435,240,3,3,3,7,0,0,1200,195,0,0,0.833333333333333,0.135416666666667
"LibTIFF","MOpt-AFL",3,120,1,1440,255,180,3,3,3,7,0,0,1260,75,0,0,0.875,0.0520833333333333
"LibTIFF","MOpt-AFL",3,120,2,885,255,180,3,3,3,7,0,0,705,75,0,0,0.489583333333333,0.0520833333333333
"LibTIFF","MOpt-AFL",3,180,0,1440,495,300,3,3,3,7,0,0,1140,195,0,0,0.791666666666667,0.135416666666667
"LibTIFF","MOpt-AFL",3,180,1,1440,480,240,3,3,3,7,0,0,1200,240,0,0,0.833333333333333,0.166666666666667
"LibTIFF","MOpt-AFL",3,180,2,1440,480,240,3,3,3,7,0,0,1200,240,0,0,0.833333333333333,0.166666666666667
"LibTIFF","MOpt-AFL",3,240,0,1440,990,555,3,3,3,7,0,0,885,435,0,0,0.614583333333333,0.302083333333333
"LibTIFF","MOpt-AFL",3,240,1,1440,780,300,3,3,3,7,0,0,1140,480,0,0,0.791666666666667,0.333333333333333
"LibTIFF","MOpt-AFL",3,240,2,1440,765,300,3,3,3,7,0,0,1140,465,0,0,0.791666666666667,0.322916666666667
"LibTIFF","MOpt-AFL",3,300,0,1440,1440,615,3,3,3,7,0,0,825,825,0,0,0.572916666666667,0.572916666666667
"LibTIFF","MOpt-AFL",3,300,1,1440,840,420,3,3,3,7,0,0,1020,420,0,0,0.708333333333333,0.291666666666667
"LibTIFF","MOpt-AFL",3,300,2,1440,825,360,3,3,3,7,0,0,1080,465,0,0,0.75,0.322916666666667
"LibTIFF","MOpt-AFL",3,360,0,1440,1440,675,3,3,3,7,0,0,765,765,0,0,0.53125,0.53125
"LibTIFF","MOpt-AFL",3,360,1,1440,900,480,3,3,3,7,0,0,960,420,0,0,0.666666666666667,0.291666666666667
"LibTIFF","MOpt-AFL",3,360,2,1440,885,420,3,3,3,7,0,0,1020,465,0,0,0.708333333333333,0.322916666666667
"LibTIFF","MOpt-AFL",3,420,0,1440,1440,735,3,3,3,7,0,0,705,705,0,0,0.489583333333333,0.489583333333333
"LibTIFF","MOpt-AFL",3,420,1,1440,960,540,3,3,3,7,0,0,900,420,0,0,0.625,0.291666666666667
"LibTIFF","MOpt-AFL",3,420,2,1440,945,480,3,3,3,7,0,0,960,465,0,0,0.666666666666667,0.322916666666667
"LibTIFF","MOpt-AFL",3,480,0,1440,1440,795,3,3,3,7,0,0,645,645,0,0,0.447916666666667,0.447916666666667
"LibTIFF","MOpt-AFL",3,480,1,1440,1440,600,3,3,3,7,0,0,840,840,0,0,0.583333333333333,0.583333333333333
"LibTIFF","MOpt-AFL",3,480,2,1440,1020,540,3,3,3,7,0,0,900,480,0,0,0.625,0.333333333333333
"LibTIFF","MOpt-AFL",3,540,0,1440,1440,855,3,3,3,7,0,0,585,585,0,0,0.40625,0.40625
"LibTIFF","MOpt-AFL",3,540,1,1440,1440,660,3,3,3,7,0,0,780,780,0,0,0.541666666666667,0.541666666666667
"LibTIFF","MOpt-AFL",3,540,2,1440,1080,600,3,3,3,7,0,0,840,480,0,0,0.583333333333333,0.333333333333333
"LibTIFF","MOpt-AFL",3,600,0,1440,1440,915,3,3,3,7,0,0,525,525,0,0,0.364583333333333,0.364583333333333
"LibTIFF","MOpt-AFL",3,600,1,1440,1440,720,3,3,3,7,0,0,720,720,0,0,0.5,0.5
"LibTIFF","MOpt-AFL",3,600,2,1440,1440,660,3,3,3,7,0,0,780,780,0,0,0.541666666666667,0.541666666666667
"LibTIFF","MOpt-AFL",4,60,0,1440,315,105,5,2,2,7,3,0,1335,210,0.428571428571429,0,0.927083333333333,0.145833333333333
"LibTIFF","MOpt-AFL",4,60,1,645,270,105,3,2,2,7,1,0,540,165,0.142857142857143,0,0.375,0.114583333333333
